title,released,developer,publisher,genres,rating,user score,ratings_count,platforms
ESCAPE FROM MONKEY ISLAND,2000-11-08,LUCASARTS,LUCASARTS,THIRD-PERSON ADVENTURE,RATED T FOR TEEN,7.4,113,PLAYSTATION 2
TOUHOU KOBUTO V BURST BATTLE,2017-10-10,CUBETYPE,NIS AMERICA,3D FIGHTING,RATED T FOR TEEN,3.8,15,PLAYSTATION 4
HORIZON,2014-02-06,L3O INTERACTIVE,ICEBERG INTERACTIVE,4X STRATEGY,,6.8,17,PC
TRASH PANIC,2009-06-04,SCEJ,SCEA,PUZZLE,RATED E FOR EVERYONE,7.0,12,PLAYSTATION 3
EL MATADOR,2006-09-29,PLASTIC REALITY,RED MILE ENTERTAINMENT,THIRD PERSON SHOOTER,RATED M FOR MATURE,5.5,37,PC
NELLY COOTALOT THE FOWL FLEET,2016-03-22,APPLICATION SYSTEMS HEIDELBERG,APPLICATION SYSTEMS HEIDELBERG,POINT-AND-CLICK,,7.7,35,PC
PLANETSIDE 2,2012-11-20,SONY ONLINE ENTERTAINMENT,SONY ONLINE ENTERTAINMENT,TACTICAL FPS,RATED T FOR TEEN,7.0,1365,PC
FINAL FANTASY TACTICS A2 GRIMOIRE OF THE RIFT,2008-06-24,SQUARE ENIX,SQUARE ENIX,TURN-BASED TACTICS,RATED E +10 FOR EVERYONE +10,8.9,223,DS
VIRTUAVERSE,2020-05-12,THETA DIVISION,BLOOD MUSIC,POINT-AND-CLICK,,7.7,31,PC
REAL POOL,2000-11-06,ASTROLL,INFOGRAMES,BILLIARDS,RATED E FOR EVERYONE,0.0,0,PLAYSTATION 2
RANDALL,2017-06-06,WE THE FORCE,WE THE FORCE,2D PLATFORMER,RATED T FOR TEEN,2.5,10,PLAYSTATION 4
MOLE CONTROL,2010-01-20,REMODE,BLITZ GAMES STUDIOS,LOGIC PUZZLE,RATED E FOR EVERYONE,0.0,0,PC
ASHWALKERS A SURVIVAL JOURNEY,2021-04-15,NAMELESS XIII,DEAR VILLAGERS,THIRD-PERSON ADVENTURE,,0.0,0,PC
BLADE II,2002-09-02,MUCKY FOOT PRODUCTIONS,ACTIVISION,3D BEAT-'EM-UP,RATED M FOR MATURE,6.9,12,PLAYSTATION 2
JUST DANCE 2,2010-10-12,UBISOFT,UBISOFT,DANCING,RATED E +10 FOR EVERYONE +10,7.2,32,WII
EFOOTBALL 2022,2021-09-30,KONAMI,KONAMI,SOCCER SIM,RATED E FOR EVERYONE,1.4,266,PC
WORMS REVOLUTION EXTREME,2013-10-08,TEAM17,TEAM17,TURN-BASED STRATEGY,RATED E +10 FOR EVERYONE +10,7.0,21,PLAYSTATION VITA
PENKO PARK,2022-09-27,GHOSTBUTTER,SECRET MODE,FIRST-PERSON ADVENTURE,RATED E FOR EVERYONE,0.0,0,NINTENDO SWITCH
PAINKILLER,2004-04-12,PEOPLE CAN FLY,DREAMCATCHER INTERACTIVE,FPS,RATED M FOR MATURE,8.3,317,PC
GRID AUTOSPORT,2014-06-24,CODEMASTERS,CODEMASTERS,AUTO RACING SIM,RATED E FOR EVERYONE,6.5,73,XBOX 360
FULL MOJO RAMPAGE,2016-06-28,OVER THE TOP GAMES,NICALIS,ACTION RPG,RATED T FOR TEEN,6.0,7,PC
TIMESPINNER,2019-06-04,LUNAR RAY GAMES,CHUCKLEFISH,METROIDVANIA,RATED T FOR TEEN,7.4,45,PC
RAGNAROK ODYSSEY,2012-10-30,GAME ARTS,XSEED GAMES,ACTION RPG,RATED T FOR TEEN,7.8,111,PLAYSTATION VITA
NARUTO SHIPPUDEN KIZUNA DRIVE,2011-03-22,PREMIUM AGENCY,NAMCO BANDAI GAMES,ACTION,RATED T FOR TEEN,4.6,13,PSP
SUPER BLOOD HOCKEY,2019-04-26,KITTEHFACE SOFTWARE,DIGERATI DISTRIBUTION,HOCKEY,RATED M FOR MATURE,5.4,13,PC
JAMES NOIR'S HOLLYWOOD CRIMES,2011-11-01,UBISOFT,UBISOFT,PUZZLE,RATED T FOR TEEN,6.6,7,IOS (IPHONE/IPAD)
JACK KEANE 2 THE FIRE WITHIN,2013-06-28,DECK 13,NORDIC GAMES PUBLISHING,ADVENTURE,RATED T FOR TEEN,6.9,21,PC
FATAL FURY SPECIAL,2007-09-05,MINE LOADER,SNK PLAYMORE,2D FIGHTING,RATED T FOR TEEN,7.0,5,NINTENDO SWITCH
DEVOTION,2019-02-19,RED CANDLE GAMES,INDIEVENT,SURVIVAL,,7.8,170,PC
SKUL THE HERO SLAYER,2021-01-21,SOUTHPAW GAMES,NEOWIZ,2D PLATFORMER,RATED T FOR TEEN,6.8,66,PC
DEATH STRANDING DIRECTOR'S CUT,2021-09-24,KOJIMA PRODUCTIONS,SONY INTERACTIVE ENTERTAINMENT,OPEN-WORLD ACTION,RATED M FOR MATURE,7.5,1086,PLAYSTATION 5
OPERATION FLASHPOINT RED RIVER,2011-06-07,CODEMASTERS,CODEMASTERS,FPS,RATED M FOR MATURE,5.7,36,PC
SUPER MOTHERLOAD,2013-11-15,XGENSTUDIOS,XGENSTUDIOS,ACTION PUZZLE,RATED E +10 FOR EVERYONE +10,6.7,91,PLAYSTATION 4
XMEN REIGN OF APOCALYPSE,2001-09-25,DIGITAL ECLIPSE,ACTIVISION,2D BEAT-'EM-UP,RATED E +10 FOR EVERYONE +10,7.1,15,GAME BOY ADVANCE
GO! SPORTS SKYDIVING,2008-02-07,LIGHT WEIGHT,SCEA,INDIVIDUAL SPORTS,RATED E FOR EVERYONE,6.3,0,PLAYSTATION 3
GOD WARS FUTURE PAST,2017-06-20,KADOKAWA,NIS AMERICA,TURN-BASED TACTICS,RATED T FOR TEEN,6.6,39,PLAYSTATION VITA
NIHILUMBRA,2012-06-28,BEAUTIFUN GAMES,BEAUTIFUN GAMES,2D PLATFORMER,,6.3,24,IOS (IPHONE/IPAD)
SHIN MEGAMI TENSEI V,2021-11-12,ATLUS,ATLUS,RPG,RATED M FOR MATURE,7.5,774,NINTENDO SWITCH
MAGE GAUNTLET,2011-10-20,ROCKETCAT GAMES,ROCKETCAT GAMES,RPG,,5.5,6,IOS (IPHONE/IPAD)
BLOOD WEST,2023-12-05,HYPERSTRANGE,HYPERSTRANGE,FPS,,7.6,13,PC
COP THE RECRUIT,2009-11-03,VELEZ & DUBAIL,UBISOFT,OPEN-WORLD ACTION,RATED T FOR TEEN,3.3,0,DS
KING ARTHUR II THE ROLEPLAYING WARGAME,2012-01-27,NEOCOREGAMES,PARADOX INTERACTIVE,STRATEGY,RATED T FOR TEEN,6.5,97,PC
SEGA SMASH PACK,2002-09-23,CODEFIRE,THQ,COMPILATION,RATED E FOR EVERYONE,5.0,6,GAME BOY ADVANCE
ATELIER RYZA 2 LOST LEGENDS & THE SECRET FAIRY,2021-01-26,GUST,KOEI TECMO GAMES,JRPG,RATED T FOR TEEN,8.7,115,NINTENDO SWITCH
DISC ROOM,2020-10-22,"TERRI, DOSE, KITTY, AND JW",DEVOLVER DIGITAL,ACTION PUZZLE,,7.2,26,PC
SYBERIA II,2004-03-30,MICROIDS,THE ADVENTURE COMPANY,THIRD-PERSON ADVENTURE,RATED T FOR TEEN,8.3,250,NINTENDO SWITCH
DUNGELOT,2013-01-10,RED WINTER SOFTWARE,RED WINTER SOFTWARE,RPG,,0.0,0,IOS (IPHONE/IPAD)
DIGIMON RACING,2004-09-13,GRIPTONITE GAMES,BANDAI,AUTO RACING,RATED E FOR EVERYONE,6.5,0,GAME BOY ADVANCE
DANGANRONPA S ULTIMATE SUMMER CAMP,2021-12-03,SPIKE CHUNSOFT,SPIKE CHUNSOFT,PARTY,RATED M FOR MATURE,5.1,24,NINTENDO SWITCH
THE DENPA MEN THEY CAME BY WAVE,2012-09-27,GENIUS SONORITY INC.,GENIUS SONORITY INC.,RPG,RATED E FOR EVERYONE,7.5,38,3DS
DISCO ELYSIUM THE FINAL CUT,2021-03-30,ZA/UM,ZA/UM,WESTERN RPG,RATED M FOR MATURE,8.2,572,PC
VAMPIRE THE MASQUERADE  SHADOWS OF NEW YORK,2020-09-10,DRAW DISTANCE,DRAW DISTANCE,VISUAL NOVEL,RATED M FOR MATURE,6.2,22,PC
WOODEN SEN'SEY,2014-07-24,UPPER BYTE,NEKO ENTERTAINMENT,2D PLATFORMER,RATED E +10 FOR EVERYONE +10,7.8,14,PC
MARIO PARTY 8,2007-05-29,HUDSON,NINTENDO,PARTY,RATED E FOR EVERYONE,6.7,247,WII
THE MEDIUM,2021-01-28,BLOOBER TEAM,BLOOBER TEAM,SURVIVAL,RATED M FOR MATURE,7.2,1432,PC
BEJEWELED 2 DELUXE,2005-11-22,POPCAP,OBERON MEDIA,MATCHING PUZZLE,RATED E FOR EVERYONE,5.2,6,XBOX 360
RAILGRADE,2022-09-29,MINAKATA DYNAMICS,EPIC GAMES,TYCOON,,0.0,0,PC
CRIME BOSS ROCKAY CITY,2023-03-28,INGAME STUDIOS,505 GAMES,OPEN-WORLD ACTION,,5.5,84,PC
THE 2D ADVENTURES OF ROTATING OCTOPUS CHARACTER,2011-06-02,DAKKO DAKKO,DAKKO DAKKO,2D PLATFORMER,RATED E FOR EVERYONE,5.3,0,PSP
STALKER SHADOW OF CHERNOBYL,2007-03-20,GSC GAME WORLD,THQ,FPS,RATED M FOR MATURE,8.4,1500,PC
ONE LINE COLORING,2020-08-21,MYTHICOWL,MYTHICOWL,PUZZLE,RATED E FOR EVERYONE,0.0,0,NINTENDO SWITCH
WILLY MORGAN AND THE CURSE OF BONE TOWN,2020-08-11,IMAGINARYLAB,VLG PUBLISHING,POINT-AND-CLICK,,6.2,11,PC
DISNEY INFINITY 30 EDITION,2015-08-30,AVALANCHE SOFTWARE,DISNEY INTERACTIVE STUDIOS,ACTION ADVENTURE,RATED E +10 FOR EVERYONE +10,6.1,93,XBOX ONE
NFL STREET 2,2004-12-22,EA TIBURON,EA SPORTS BIG,FOOTBALL,RATED E FOR EVERYONE,0.0,0,PLAYSTATION 2
DARKNET,2017-03-07,ARCHIACT INTERACTIVE LTD.,ARCHIACT INTERACTIVE LTD.,PUZZLE,RATED E +10 FOR EVERYONE +10,5.8,10,PC
DON'T FORGET ME,2021-04-20,THE MOON PIRATES,THE MOON PIRATES,POINT-AND-CLICK,,0.0,0,PC
GTI CLUB SUPERMINI FESTA!,2010-03-16,KONAMI,KONAMI,AUTO RACING,RATED E FOR EVERYONE,7.6,5,PSP
QATQI,2012-11-15,"ZWORKBENCH, INC.","ZWORKBENCH, INC.",PUZZLE,,0.0,0,IOS (IPHONE/IPAD)
ROCKETBIRDS HARDBOILED CHICKEN,2011-10-18,RATLOOP ASIA PTE LTD,RATLOOP ASIA PTE LTD,2D PLATFORMER,RATED T FOR TEEN,6.2,13,PLAYSTATION 3
MISSION IMPOSSIBLE OPERATION SURMA,2003-12-08,PARADIGM ENTERTAINMENT,ATARI SA,ACTION ADVENTURE,RATED T FOR TEEN,7.5,10,XBOX
RUZZLE ADVENTURE,2014-05-21,MAG INTERACTIVE,MAG INTERACTIVE,LOGIC PUZZLE,,0.0,0,IOS (IPHONE/IPAD)
RIPTIDE GP,2011-10-27,VECTOR UNIT,VECTOR UNIT,ARCADE RACING,,0.0,0,IOS (IPHONE/IPAD)
STAR WARS FORCE COLLECTION,2013-09-04,,,ACTION,,2.6,5,IOS (IPHONE/IPAD)
DETENTION,2017-01-12,RED CANDLE GAMES,RED CANDLE GAMES,ADVENTURE,RATED M FOR MATURE,7.9,117,PC
HACKGU VOL 3REDEMPTION,2007-09-10,CYBERCONNECT2,NAMCO BANDAI GAMES,ACTION RPG,RATED T FOR TEEN,8.9,23,PLAYSTATION 2
TIMELIE,2020-05-20,URNIQUE STUDIO,URNIQUE STUDIO,LINEAR ACTION ADVENTURE,,7.6,22,PC
THRILLVILLE,2006-11-21,FRONTIER DEVELOPMENTS,LUCASARTS,STRATEGY,RATED E +10 FOR EVERYONE +10,2.3,42,PLAYSTATION 2
NHL FACEOFF 2001,2000-09-05,SOLWORKS,SCEA,HOCKEY SIM,RATED E FOR EVERYONE,0.0,0,PLAYSTATION 2
WILDSTAR,2014-06-03,CARBINE STUDIOS,NCSOFT,MMORPG,RATED T FOR TEEN,7.6,962,PC
THE LORD OF THE RINGS TACTICS,2005-11-08,AMAZE ENTERTAINMENT,EA GAMES,TURN-BASED TACTICS,RATED T FOR TEEN,8.1,15,PSP
RATCHET & CLANK FUTURE TOOLS OF DESTRUCTION,2007-10-23,INSOMNIAC GAMES,SCEA,3D PLATFORMER,RATED E +10 FOR EVERYONE +10,8.6,505,PLAYSTATION 3
PLANET OF THE APES,2001-09-19,VISIWARE STUDIOS,UBISOFT,ACTION ADVENTURE,RATED T FOR TEEN,4.0,9,PC
MASS EFFECT LEGENDARY EDITION,2021-05-14,BIOWARE,ELECTRONIC ARTS,COMPILATION,RATED M FOR MATURE,7.3,1062,PLAYSTATION 4
HER MAJESTY'S SPIFFING,2016-12-07,BILLYGOAT ENTERTAINMENT LTD,BILLYGOAT ENTERTAINMENT LTD,POINT-AND-CLICK,RATED T FOR TEEN,6.6,7,PC
VAMPIRE SURVIVORS,2022-10-20,PONCLE,PONCLE,TOP-DOWN SHOOT-'EM-UP,,8.4,385,PC
TROUBLE WITCHES NEO!,2011-04-27,ADVENTURE PLANNING SERVICE,SNK PLAYMORE,HORIZONTAL SHOOT-'EM-UP,RATED T FOR TEEN,7.0,10,XBOX 360
KIRBY SQUEAK SQUAD,2006-12-04,FLAGSHIP,NINTENDO,2D PLATFORMER,RATED E FOR EVERYONE,7.8,90,DS
LITTLE NIGHTMARES II,2021-02-11,TARSIER STUDIOS,BANDAI NAMCO GAMES,LINEAR ACTION ADVENTURE,RATED T FOR TEEN,8.6,427,NINTENDO SWITCH
NEOGEO POCKET COLOR SELECTION VOL 2,2022-11-09,CODE MYSTICS INC.,SNK,COMPILATION,RATED T FOR TEEN,0.0,0,NINTENDO SWITCH
FIGHT NIGHT CHAMPION BY EA SPORTS,2011-03-01,ELECTRONIC ARTS,ELECTRONIC ARTS,COMBAT SPORT,,7.0,0,IOS (IPHONE/IPAD)
FIRE PRO WRESTLING WORLD,2018-08-28,ZEX CORPORATION,SPIKE CHUNSOFT,WRESTLING,RATED T FOR TEEN,7.6,36,PC
CAKE BASH,2020-10-15,HIGH TEA FROG,COATSINK SOFTWARE,PARTY,RATED E FOR EVERYONE,6.0,9,PC
CAPCOM CLASSICS COLLECTION RELOADED,2006-10-24,KLEIN COMPUTER ENTERTAINMENT,CAPCOM,COMPILATION,RATED T FOR TEEN,8.2,11,PSP
BLACKGUARDS,2014-01-22,DAEDALIC ENTERTAINMENT,DAEDALIC ENTERTAINMENT,TURN-BASED TACTICS,,7.1,259,PC
SNIPER ELITE NAZI ZOMBIE ARMY 2,2013-10-31,REBELLION,REBELLION,TACTICAL THIRD PERSON SHOOTER,,6.8,114,PC
WINDFORGE,2014-03-11,SNOWED IN STUDIOS,SNOWED IN STUDIOS,SANDBOX,,6.7,19,PC
XMEN THE ARCADE GAME,2010-12-15,KONAMI,KONAMI,2D BEAT-'EM-UP,RATED E +10 FOR EVERYONE +10,6.7,19,IOS (IPHONE/IPAD)
RTYPE DIMENSIONS,2009-02-04,SOUTHEND INTERACTIVE,TOZAI GAMES,COMPILATION,RATED E FOR EVERYONE,7.4,10,XBOX 360
CODE LYOKO QUEST FOR INFINITY,2007-11-16,THE GAME FACTORY,THE GAME FACTORY,ACTION ADVENTURE,RATED E +10 FOR EVERYONE +10,7.4,8,WII
STRONGHOLD,2001-10-21,FIREFLY STUDIOS,GATHERING,REAL-TIME STRATEGY,RATED T FOR TEEN,8.8,374,PC
THE 25TH WARD THE SILVER CASE,2018-03-13,GRASSHOPPER MANUFACTURE,NIS AMERICA,VISUAL NOVEL,RATED M FOR MATURE,8.1,36,PC
MONTAGUE'S MOUNT,2013-10-09,POLYPUSHER STUDIOS,MASTERTRONIC,SURVIVAL,,5.0,42,PC
SELF,2020-01-16,DOBELL,INDIENOVA,TEXT ADVENTURE,RATED E +10 FOR EVERYONE +10,0.0,0,PC
GUNVALKYRIE,2002-03-18,SMILEBIT,SEGA,THIRD PERSON SHOOTER,RATED T FOR TEEN,6.0,10,XBOX
METROID SAMUS RETURNS,2017-09-15,MERCURY STEAM,NINTENDO,METROIDVANIA,RATED E +10 FOR EVERYONE +10,8.7,661,3DS
CLUBHOUSE GAMES 51 WORLDWIDE CLASSICS,2020-06-05,ND CUBE,NINTENDO,PARTY,RATED E FOR EVERYONE,7.7,170,NINTENDO SWITCH
MIDDLEEARTH SHADOW OF MORDOR,2014-09-30,MONOLITH PRODUCTIONS,WARNER BROS. INTERACTIVE ENTERTAINMENT,OPEN-WORLD ACTION,RATED M FOR MATURE,8.0,2794,PLAYSTATION 4
RUMBLE ROSES,2004-11-09,YUKE'S,KONAMI,WRESTLING,RATED M FOR MATURE,8.4,30,PLAYSTATION 2
BURN ZOMBIE BURN,2009-03-26,DOUBLESIX,PINNACLE,TOP-DOWN SHOOT-'EM-UP,RATED M FOR MATURE,6.6,10,PLAYSTATION 3
RALLY CHALLENGE 2000,2000-06-30,GENKI,SOUTHPEAK GAMES,AUTO RACING SIM,RATED E FOR EVERYONE,5.9,7,NINTENDO 64
THE CAT LADY,2012-12-07,HARVESTER GAMES,HARVESTER GAMES,ADVENTURE,,8.7,253,PC
NECROVISION,2009-05-18,THE FARM 51,ASPYR,FPS,RATED M FOR MATURE,6.4,83,PC
UNTOLD LEGENDS DARK KINGDOM,2006-11-13,SONY ONLINE ENTERTAINMENT,SONY ONLINE ENTERTAINMENT,ACTION RPG,RATED T FOR TEEN,5.3,19,PLAYSTATION 3
VANCOUVER 2010  THE OFFICIAL VIDEO GAME OF THE OLYMPIC WINTER GAMES,2010-01-12,EUROCOM,SEGA,ATHLETICS,RATED E FOR EVERYONE,6.0,0,PLAYSTATION 3
EASY GOLF COURSE ARCHITECT,2008-11-20,BARKERSCREST STUDIOS,BARKERSCREST STUDIOS,GOLF,,0.0,0,XBOX 360
JUMPING JOE & FRIENDS,2018-05-25,VIXA GAMES,QUBICGAMES,2D PLATFORMER,RATED E FOR EVERYONE,5.5,13,NINTENDO SWITCH
SAMURAI SHODOWN II,2008-09-10,SNK PLAYMORE,SNK PLAYMORE,2D FIGHTING,RATED T FOR TEEN,7.8,5,NINTENDO SWITCH
PERSONA DANCING ENDLESS NIGHT COLLECTION,2018-12-04,ATLUS,ATLUS,COMPILATION,RATED T FOR TEEN,7.0,25,PLAYSTATION 4
NECROMUNDA UNDERHIVE WARS,2020-09-08,ROGUE FACTOR,FOCUS HOME INTERACTIVE,TURN-BASED TACTICS,RATED M FOR MATURE,2.7,10,PC
AMAZING ALEX,2012-07-12,ROVIO ENTERTAINMENT,ROVIO ENTERTAINMENT,ACTION,,4.3,19,IOS (IPHONE/IPAD)
MARVEL VS CAPCOM 2,2009-07-29,BACKBONE ENTERTAINMENT,CAPCOM,2D FIGHTING,RATED T FOR TEEN,8.5,31,PLAYSTATION 2
BREAKERS COLLECTION,2023-01-12,QUBYTE INTERACTIVE,QUBYTE INTERACTIVE,COMPILATION,RATED E +10 FOR EVERYONE +10,0.0,0,PC
BIG AIR FREESTYLE,2002-09-13,PARADIGM ENTERTAINMENT,INFOGRAMES,ARCADE RACING,RATED T FOR TEEN,7.0,6,GAMECUBE
THE DARKNESS II,2012-02-07,DIGITAL EXTREMES,2K GAMES,FPS,RATED M FOR MATURE,7.6,285,XBOX 360
FARMING SIMULATOR 15,2015-05-19,GIANTS SOFTWARE,FOCUS HOME INTERACTIVE,VIRTUAL CAREER,RATED E FOR EVERYONE,5.3,37,PC
HEAVEN & HELL,2003-08-31,MADCAT INTERACTIVE SOFTWARE,CDV SOFTWARE,STRATEGY,RATED E FOR EVERYONE,0.0,0,PC
TACTICS OGRE LET US CLING TOGETHER,2011-02-14,SQUARE ENIX,SQUARE ENIX,TURN-BASED TACTICS,RATED T FOR TEEN,8.4,159,PSP
GORDIAN QUEST,2022-06-23,MIXED REALMS,MIXED REALMS,CARD BATTLE,,8.1,14,PC
MINABO  A WALK THROUGH LIFE,2023-04-28,DEVILISHGAMES,DEVILISHGAMES,VIRTUAL LIFE,RATED E FOR EVERYONE,0.0,0,XBOX SERIES X
PERFECT CELL,2010-10-30,MOBIGAME,MOBIGAME,ADVENTURE,,0.0,0,IOS (IPHONE/IPAD)
KOKUGA,2013-06-27,G.REV,G.REV,TOP-DOWN SHOOT-'EM-UP,RATED E FOR EVERYONE,7.6,20,3DS
METAL GEAR SOLID 3 SUBSISTENCE,2006-03-14,KOJIMA PRODUCTIONS,KONAMI,ACTION ADVENTURE,RATED M FOR MATURE,8.1,807,PLAYSTATION 2
300 MARCH TO GLORY,2007-02-27,COLLISION STUDIOS,WARNER BROS. INTERACTIVE ENTERTAINMENT,3D BEAT-'EM-UP,RATED M FOR MATURE,6.1,27,PSP
ZAPPER,2002-11-06,BLITZ GAMES,INFOGRAMES,3D PLATFORMER,RATED E FOR EVERYONE,0.0,0,PC
TROLLEY PROBLEM INC,2022-04-21,YOGSCAST GAMES,YOGSCAST GAMES,SIMULATION,,4.8,0,PC
NINJA GAIDEN DRAGON SWORD,2008-03-25,TEAM NINJA,TECMO,ACTION ADVENTURE,RATED T FOR TEEN,7.9,33,DS
EVERTALES,2011-11-10,CRESCENT MOON GAMES,CRESCENT MOON GAMES,ADVENTURE,,0.0,0,IOS (IPHONE/IPAD)
POSEIDON,2001-06-25,IMPRESSIONS GAMES,SIERRA ENTERTAINMENT,MANAGEMENT,RATED E FOR EVERYONE,7.2,21,PC
AND YET IT MOVES,2010-08-23,BROKEN RULES,BROKEN RULES,2D PLATFORMER,RATED E FOR EVERYONE,7.7,22,WII
DARKWATCH,2005-08-16,HIGH MOON STUDIOS,CAPCOM,FPS,RATED M FOR MATURE,8.1,15,XBOX
ASSASSIN'S CREED VALHALLA THE SIEGE OF PARIS,2021-08-12,UBISOFT SINGAPORE,UBISOFT,OPEN-WORLD ACTION,RATED M FOR MATURE,6.6,56,XBOX SERIES X
NAISSANCEE,2014-02-13,LIMASSE FIVE,LIMASSE FIVE,FIRST-PERSON ADVENTURE,,7.3,60,PC
SUIKODEN TACTICS,2005-11-08,KONAMI,KONAMI,TURN-BASED TACTICS,RATED T FOR TEEN,8.3,38,PLAYSTATION 2
CHIBIROBO! ZIP LASH,2015-10-09,SKIP LTD.,NINTENDO,2D PLATFORMER,RATED E FOR EVERYONE,5.1,135,3DS
OMEGA FIVE,2008-01-09,NATSUME,HUDSON ENTERTAINMENT,VERTICAL SHOOT-'EM-UP,RATED E +10 FOR EVERYONE +10,0.0,0,XBOX 360
DARKSPORE,2011-04-25,MAXIS,ELECTRONIC ARTS,ACTION RPG,RATED T FOR TEEN,6.0,138,PC
RESIDENT EVIL 7 BIOHAZARD  BANNED FOOTAGE VOL 2,2017-02-14,CAPCOM,CAPCOM,SURVIVAL,RATED M FOR MATURE,6.7,35,PLAYSTATION 4
KILLING FLOOR INCURSION,2018-05-01,TRIPWIRE INTERACTIVE,TRIPWIRE INTERACTIVE,LIGHT GUN,RATED M FOR MATURE,5.4,14,PC
DOUBLE D DODGEBALL,2008-07-16,YUKE'S,YUKE'S,TEAM SPORTS,RATED E FOR EVERYONE,0.0,0,XBOX 360
AIR MAIL,2012-05-24,CHILLINGO,CHILLINGO,AIRCRAFT SIM,,0.0,0,IOS (IPHONE/IPAD)
NIGHT WATCH,2006-06-26,NIVAL INTERACTIVE,CDV SOFTWARE,WESTERN RPG,RATED T FOR TEEN,7.7,7,PC
KNIGHT'S APPRENTICE MEMORICK'S ADVENTURES,2004-06-15,MICROIDS,XS GAMES,ACTION ADVENTURE,RATED T FOR TEEN,0.0,0,XBOX
BOOM BLOX,2008-05-06,EA LA,ELECTRONIC ARTS,PUZZLE,RATED E FOR EVERYONE,6.2,50,WII
PIRATES THE KEY OF DREAMS,2008-07-21,OXYGEN INTERACTIVE,OXYGEN INTERACTIVE,ACTION,RATED E FOR EVERYONE,0.0,0,WII
NOBUNAGA'S AMBITION RISE TO POWER,2008-02-05,KOEI,KOEI,REAL-TIME STRATEGY,RATED T FOR TEEN,8.4,10,PLAYSTATION 2
DOOM 3 BFG EDITION,2012-10-16,ID SOFTWARE,BETHESDA SOFTWORKS,FPS,RATED M FOR MATURE,7.2,202,NINTENDO SWITCH
BATTLETOADS,2020-08-20,DLALA STUDIOS,XBOX GAME STUDIOS,ACTION,RATED E +10 FOR EVERYONE +10,6.5,735,XBOX ONE
WARLORDS,2008-05-28,STAINLESS GAMES,ATARI SA,ACTION,RATED E FOR EVERYONE,0.0,0,XBOX 360
STAR OCEAN SECOND EVOLUTION,2009-01-19,TOSE,SQUARE ENIX,JRPG,RATED T FOR TEEN,8.0,40,PSP
PACMAN MUSEUM+,2022-05-27,BANDAI NAMCO GAMES,BANDAI NAMCO GAMES,COMPILATION,RATED E FOR EVERYONE,7.3,8,PC
WHALE TRAIL,2011-10-20,USTWO,USTWO,ACTION,,6.9,11,IOS (IPHONE/IPAD)
IMMORTAL REDNECK,2017-04-25,CREMA GAMES,CREMA GAMES,FPS,,7.0,41,PC
HOSPITAL TYCOON,2007-06-05,BIG RED SOFTWARE,CODEMASTERS,TYCOON,RATED E +10 FOR EVERYONE +10,4.8,19,PC
PLANESCAPE TORMENT,1999-12-14,BLACK ISLE STUDIOS,INTERPLAY,WESTERN RPG,RATED T FOR TEEN,9.1,1045,PC
ANNO 2205,2015-11-02,BLUE BYTE,UBISOFT,MANAGEMENT,RATED E +10 FOR EVERYONE +10,6.1,335,PC
HAPPY FEET,2006-11-13,ARTIFICIAL MIND AND MOVEMENT,MIDWAY,PARTY,RATED E FOR EVERYONE,6.0,7,PC
UNRAVEL TWO,2018-06-09,COLDWOOD INTERACTIVE,ELECTRONIC ARTS,2D PLATFORMER,RATED E FOR EVERYONE,7.7,246,PLAYSTATION 4
ALUNDRA,1998-01-08,MATRIX SOFTWARE,WORKING DESIGNS,OPEN-WORLD ACTION,RATED T FOR TEEN,8.5,94,PLAYSTATION
MAKE WAR,2020-04-16,NO GRAVITY GAMES,NO GRAVITY GAMES,TURN-BASED STRATEGY,RATED T FOR TEEN,6.8,6,NINTENDO SWITCH
DISHONORED THE KNIFE OF DUNWALL,2013-04-16,ARKANE STUDIOS,BETHESDA SOFTWORKS,ACTION ADVENTURE,RATED M FOR MATURE,8.5,330,PLAYSTATION 3
MARVEL'S GUARDIANS OF THE GALAXY,2021-10-26,EIDOS MONTREAL,SQUARE ENIX,LINEAR ACTION ADVENTURE,RATED T FOR TEEN,8.6,1895,PLAYSTATION 4
BOMBERMAN LAND PORTABLE,2008-01-29,RACJIN,HUDSON ENTERTAINMENT,PARTY,RATED E FOR EVERYONE,0.0,0,PSP
RISE OF THE KASAI,2005-04-05,BOTTLEROCKET ENTERTAINMENT,SCEA,3D BEAT-'EM-UP,RATED M FOR MATURE,0.0,0,PLAYSTATION 2
ASSASSIN'S CREED III  THE INFAMY,2013-02-19,UBISOFT QUEBEC,UBISOFT,OPEN-WORLD ACTION,RATED M FOR MATURE,5.2,66,PC
BLITZKRIEG ROLLING THUNDER,2004-11-30,LA PLATA,CDV SOFTWARE,REAL-TIME TACTICS,RATED T FOR TEEN,4.2,6,PC
ASTONISHIA STORY,2006-06-06,SONNORI,UBISOFT,JRPG,RATED E +10 FOR EVERYONE +10,6.4,14,PSP
HATSUNE MIKU PROJECT DIVA X,2016-08-30,SEGA,SEGA,RHYTHM,RATED T FOR TEEN,7.4,83,PLAYSTATION VITA
STONE,2018-09-21,CONVICT GAMES,CONVICT GAMES,THIRD-PERSON ADVENTURE,RATED M FOR MATURE,4.2,9,PC
